"site_name","site_code","asset_number","asset_id","easting","northing","ev_charger","lamp_type","next_electrical_test_date","structural_test_classification","next_structural_test_year"
"Manor Place",22501649,9914.00,"1171L22",531915.6,178199.54,"Not Applicable","LED","2024/2025","Green","2022/2023"
"Mayflower Street",22501685,10089.00,"264L02",535136,179681,"Not Applicable","LED","2027/2028","Green","2022/2023"
"Merrow Street",22501713,10246.00,"1326L17",532632.91,178058.93,"Attached to Column","LED","2025/2026","Green","2022/2023"
"Merrow Street",22501713,10248.00,"1326L19",532589.89,178038.74,"Not Applicable","LED","2025/2026","Low Amber","2022/2023"
"Merrow Street",22501713,10253.00,"1326L24",532467.68,177979.22,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Merrow Street",22501713,10255.00,"1326L15",532677.92,178079.46,"Attached to Column","LED","2025/2026","Green","2022/2023"
"Merrow Street",22501713,10256.00,"1326L14",532692.09,178096.21,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Merrow Street",22501713,10267.00,"1326L07",532835.68,178155.34,"Attached to Column","LED","2025/2026","Green","2022/2023"
"Merrow Street",22501713,10269.00,"1326L05",532868.22,178187.65,"Attached to Column","LED","2025/2026","Green","2022/2023"
"Merrow Street",22501713,10272.00,"1326L02",532929.08,178220.32,"In Column","LED","2025/2026","Green","2022/2023"
"Merrow Street",22501713,10274.00,"1326L08",532818.12,178154.44,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Moodkee Street",22501741,10422.00,"314L03",535269.88,179424.3,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Morna Road",22501747,10452.00,"2057L02",532421.69,176488.56,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Needleman Street",22501768,10569.00,"0467L01",535569.12,179586.9,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Needleman Street",22501768,10572.00,"0467L04",535574.55,179632.65,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Needleman Street",22501768,10573.00,"0467L05",535580.88,179645.06,"Not Applicable","LED","2028/2029","Low Amber","2022/2023"
"Needleman Street",22501768,10574.00,"0467L06",535582.76,179660.18,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Needleman Street",22501768,88888.00,"0467L15",535687.92,179808.06,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Needleman Street",22501768,88888.03,"0467L12",535650.64,179755.66,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Neptune Street",22501775,10625.00,"315L07",535255.36,179509.72,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Neptune Street",22501775,10627.00,"315L05",535244.92,179481.16,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Norway Gate",22501810,10815.00,"521L06",536405.12,179339.46,"Not Applicable","LED","2029/2030","Green","2022/2023"
"Norway Gate",22501810,10816.00,"521L07",536414.76,179312.16,"Not Applicable","LED","2029/2030","Green","2022/2023"
"Notley Street",22501813,100003.00,"2208L06",532751,177327,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Odessa Street",22501835,10945.00,"291L02",536554.64,179533.68,"Not Applicable","LED","2023/2024","Green","2022/2023"
"Odessa Street",22501835,10946.00,"291L01",536529.56,179544.96,"Not Applicable","LED","2023/2024","Green","2022/2023"
"Olney Road",22501860,11363.00,"1361L08",532040.32,177778.36,"Not Applicable","LED","2025/2026","Low Amber","2022/2023"
"Olney Road",22501860,11371.00,"1361L09",532056.18,177801.58,"Not Applicable","LED","2025/2026","Low Amber","2022/2023"
"Olney Road",22501860,11374.00,"1361L12",532105.2,177827.2,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Onega Gate",22501865,11406.00,"517L04",536226.57,179239.96,"Not Applicable","LED","2027/2028","Green","2022/2023"
"Orpheus Street",22501873,11441.00,"2066L02",532560.64,176600.33,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Orpheus Street",22501873,11445.00,"2066L05",532585.71,176581.83,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Orpheus Street",22501873,11447.00,"2066L06",532596.26,176583.73,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Otto Street",22501879,11486.00,"1042L05",531670.32,177720.94,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Otto Street",22501879,11489.00,"1042L08",531617.36,177678.18,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Paradise Street",22501889,11559.00,"266L01",534729.13,179609.04,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Paradise Street",22501889,88888.02,"266L10",534895.53,179646.11,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Peacock Street",22501914,11633.00,"1061L02",531963.39,178509.49,"Not Applicable","LED","2030/2031","Green","2022/2023"
"Penrose Grove",22501960,11958.00,"1384L05",532151.04,178139.08,"Not Applicable","LED","2029/2030","Green","2022/2023"
"Penrose Street",22501961,11962.00,"1383L02",532279.12,178259.46,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Penrose Street",22501961,11965.01,"1383L04A",532227.77,178235.4,"Not Applicable","LED","2026/2027","Green","2022/2023"
"Penrose Street",22501961,11970.00,"1383L05",532199.44,178210.15,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Penrose Street",22501961,11977.00,"1383L12",532096.4,178151.83,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Penrose Street",22501961,11981.00,"1383L16",532116.48,178092.14,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Penrose Street",22501961,11982.00,"1383L17",532117.52,178072.28,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Penrose Street",22501961,11985.00,"1383L20",532130.61,178050.35,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Penrose Street",22501961,11989.00,"1383L24",532186.14,177977.47,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Penrose Street",22501961,88882.00,"1383L26",532205.8,177941.55,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Penton Place",22501965,12005.00,"1063L07",531851.2,178459.94,"Not Applicable","LED","2025/2026","Low Amber","2022/2023"
"Penton Place",22501965,12006.00,"1063L08",531861.63,178442.66,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Penton Place",22501965,12008.00,"1063L10",531899.68,178412.38,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Penton Place",22501965,12011.00,"1063L13",531940.79,178377.9,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Penton Place",22501965,12017.00,"1063L19",532030.48,178320.29,"In Column","LED","2025/2026","High Amber","2022/2023"
"Phelp Street",22501972,12043.00,"1333L02",532683.24,177978.84,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Phelp Street",22501972,12047.00,"1333L06",532714.12,177892.6,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Plough Way",22501989,12127.00,"153L12",536201.25,178942.7,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Plough Way",22501989,12128.00,"153L11",536179.19,178941.15,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Plough Way",22501989,12129.00,"153L10",536142.8,178926.1,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Plough Way",22501989,12134.00,"153L05",535975.92,178853.05,"Attached to Column","LED","2022/2023","Green","2022/2023"
"Plough Way",22501989,12140.00,"153L21",536335.24,178851.48,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Plough Way",22501989,12144.00,"153L19",536290.91,178870.63,"Not Applicable","LED","2022/2023","High Amber","2022/2023"
"Plough Way",22501989,12148.00,"153L24",536406.51,178878.77,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Plough Way",22501989,12152.00,"153L31",536567.41,178924.33,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Plough Way",22501989,12155.00,"153L33",536592.6,178932.91,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Poolmans Street",22501998,12191.00,"0456L04",535796.7,179822.56,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Portland Street",22502002,12203.00,"1125L01",532617.91,178382.39,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Portland Street",22502002,12204.00,"1125L02",532616.32,178364.78,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Portland Street",22502002,12206.00,"1125L04",532634.13,178324.17,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Portland Street",22502002,12208.00,"1125L06",532647.92,178291.96,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Portland Street",22502002,12211.00,"1125L10",532684.12,178230.74,"Not Applicable","LED","2025/2026","Low Amber","2022/2023"
"Portland Street",22502002,12213.00,"1125L12",532697.52,178199.06,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Portland Street",22502002,12215.00,"1125L14",532715.54,178157.4,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Portland Street",22502002,12216.00,"1125L15",532714.77,178136.43,"Attached to Column","LED","2025/2026","Low Amber","2022/2023"
"Portland Street",22502002,12218.00,"1125L17",532739.44,178101.38,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Portland Street",22502002,12219.00,"1125L18",532740.33,178076.07,"Attached to Column","LED","2025/2026","Green","2022/2023"
"Portland Street",22502002,12221.00,"1125L20",532753.56,178038.9,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Portland Street",22502002,12227.00,"1125L26",532788.35,177932.55,"Attached to Column","LED","2025/2026","Green","2022/2023"
"Portland Street",22502002,12228.00,"1125L27",532804.65,177916.14,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Quebec Way",22502022,12290.00,"403L01",536062,179303,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Quebec Way",22502022,12307.00,"403L13",535950.12,179578.68,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Quebec Way",22502022,12311.00,"403L17",535898.3,179605.2,"Not Applicable","LED","2022/2023","Low Amber","2022/2023"
"Quebec Way",22502022,12312.00,"403L18",535887.2,179626.6,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Quebec Way",22502022,12313.00,"403L19",535867,179625.6,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Quebec Way",22502022,100001.00,"403L02A",536066,179317,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Queens Row",22502034,12389.00,"1365L06",532564.92,177958.84,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Railway Avenue",22502041,12429.00,"269L03",535304.44,179821.68,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Railway Avenue",22502041,12431.00,"269L05",535288,179845.5,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Railway Avenue",22502041,88888.00,"269L07",535269.64,179871.62,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Red Lion Row",22502052,12465.00,"1374L02",532474.24,177768.2,"Not Applicable","LED","2024/2025","Green","2022/2023"
"Redriff Road",22502063,12556.00,"135L01",535704.44,178966.22,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Redriff Road",22502063,12557.00,"135L02",535712.68,178953.6,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Redriff Road",22502063,12559.00,"135L25",536173.3,179322.4,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Redriff Road",22502063,12562.00,"135L22",536098.7,179288.3,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Redriff Road",22502063,12567.00,"135L17",535988.6,179260.6,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Redriff Road",22502063,12570.00,"135L14",535918.3,179210.9,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Redriff Road",22502063,12576.00,"135L08",535843.7,179133.7,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rope Street",22502105,88888.07,"490L06",536242,178984,"Not Applicable","LED","2027/2028","Green","2022/2023"
"Rope Street",22502105,88888.13,"490L12",536340.1,179025.59,"Not Applicable","LED","2027/2028","Green","2022/2023"
"Rope Street",22502105,88888.17,"490L16",536414.28,179054.41,"Not Applicable","LED","2027/2028","Green","2022/2023"
"Rope Street",22502105,88888.19,"490L18",536481.4,179073.1,"Not Applicable","LED","2027/2028","Green","2022/2023"
"Rope Street",22502105,100025.00,"490L07",536246,179003,"Not Applicable","LED","2027/2028","Green","2022/2023"
"Rotherhithe Street",22502127,13069.00,"271L15",535260.7,179901.4,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13071.00,"271L17",535307.41,179925.66,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13073.00,"271L19",535345.09,179955.4,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13076.00,"271L22",535419.94,180014.87,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13077.00,"271L23",535429.52,180037.23,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13079.00,"271L25",535515.57,180110.74,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13090.00,"271L31",535701.77,180235.73,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13091.00,"271L231A",535716.41,180213.52,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13095.00,"271L35",535753.41,180267.47,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13096.00,"271L36",535776.46,180285.42,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13103.00,"271L43",535923.79,180448.44,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13104.00,"271L44",535949.36,180459.51,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13111.00,"271L51",536180.51,180478.22,"Not Applicable","LED","2023/2024","Green","2022/2023"
"Rotherhithe Street",22502127,13112.00,"271L52",536212.14,180477.19,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13113.00,"271L53",536243.27,180471.46,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13114.00,"271L54",536277.93,180466.06,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13121.00,"271L61",536499.35,180396.33,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13122.00,"271L62",536518.88,180372.78,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13123.00,"271L63",536516.19,180353.94,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13126.00,"271L66",536529.68,180260.46,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13128.00,"271L68",536539.04,180216.75,"Not Applicable","LED","2027/2028","Green","2022/2023"
"Rotherhithe Street",22502127,13129.00,"271L69",536531.65,180195.57,"Not Applicable","LED","2027/2028","Green","2022/2023"
"Rotherhithe Street",22502127,13148.00,"271L83",536604.76,179886.74,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13152.00,"271L87",536607.35,179787.95,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13154.00,"271L89",536587.76,179739.13,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13155.00,"271L90",536555.79,179734.78,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13159.20,"271L96",536507.09,179653.51,"Not Applicable","LED","Not Applicable","Green","2022/2023"
"Rotherhithe Street",22502127,13165.00,"271L102",536469.09,179538.96,"Attached to Column","LED","Not Applicable","Green","2022/2023"
"Rotherhithe Street",22502127,88881.00,"271X03",536408.79,179535.61,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Royal Road",22502147,13209.00,"1039L01",531584.15,177876.97,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Royal Road",22502147,13211.00,"1039L03",531604.64,177837,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Royal Road",22502147,13214.00,"1039L06",531648.08,177805.16,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Royal Road",22502147,13215.00,"1039L07",531655.56,177783.72,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Rupack Street",22502151,13236.00,"272L01",535176.4,179666.5,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Russia Dock Road",22502158,13278.00,"408L01",536399.12,180086.6,"Not Applicable","LED","Not Applicable","Green","2022/2023"
"Russia Dock Road",22502158,13280.00,"408L03",536348.48,180078.62,"Not Applicable","LED","Not Applicable","Low Amber","2022/2023"
"Russia Dock Road",22502158,13281.00,"408L04",536321.32,180074.24,"Not Applicable","LED","Not Applicable","High Amber","2022/2023"
"Russia Dock Road",22502158,13283.00,"408L06",536269.32,180065.56,"Not Applicable","LED","Not Applicable","High Amber","2022/2023"
"Salter Road",22502181,13424.00,"423L02",536371.52,179507.88,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Salter Road",22502181,13435.00,"423L13",536463.12,179811.88,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Salter Road",22502181,13445.00,"423L18",536439.92,179961.32,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Salter Road",22502181,13450.00,"423L23",536418.56,180111.04,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Salter Road",22502181,13453.00,"423L26",536395.88,180197.52,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Salter Road",22502181,13457.00,"423L29",536336.56,180285.14,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Salter Road",22502181,13463.00,"423L35",536187.56,180351.34,"Not Applicable","LED","2022/2023","Green","2022/2023"
