"site_name","site_code","asset_number","asset_id","easting","northing","ev_charger","lamp_type","next_electrical_test_date","structural_test_classification","next_structural_test_year"
"Melbourne Grove",22501702,10206.10,"2125L35",533721.38,174694.49,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Melford Road",22501705,10213.00,"2565L04",534345.26,173523.12,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Melford Road",22501705,10217.00,"2565L08",534398.35,173511.41,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Melford Road",22501705,10218.00,"2565L09",534412.74,173508.31,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Melford Road",22501705,10221.01,"2565L13",534488.36,173491.48,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Melford Road",22501705,10221.04,"2565L16",534530.59,173471.19,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Melford Road",22501705,10221.06,"2565L18",534565.33,173467.38,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Melford Road",22501705,10221.08,"2565L20",534598.67,173474.94,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Mermaid Court",22501711,10238.01,"1184L06",532604.01,179897.01,"Not Applicable","LED","2026/2027","New Item (Test After 15yrs)","2025/2026"
"Mermaid Court",22501711,10238.06,"1184L11",532686,179856.14,"Not Applicable","LED","2026/2027","New Item (Test After 15yrs)","2025/2026"
"Milo Road",22501726,10315.00,"2590L04",533661.5,174249.87,"Attached to Column","LED","2028/2029","Low Amber","2025/2026"
"Montpelier Road",22501739,10406.00," 2447L03",534818.85,176838.18,"Attached to Column","LED","2027/2028","Green","2025/2026"
"Montpelier Road",22501739,10407.00," 2447L04",534828.44,176859.32,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Montpelier Road",22501739,10408.00," 2447L05",534820.13,176881.94,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Montpelier Road",22501739,10411.00," 2447L08",534831.13,176942.15,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Montpelier Road",22501739,10414.00," 2447L11",534823.26,177004.3,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Montpelier Road",22501739,10415.00," 2447L12",534833.4,177023.94,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Mount Adon Park",22501749,10458.00,"2566L02",534123.55,173693.74,"Not Applicable","LED","2026/2027","Green","2025/2026"
"Mount Adon Park",22501749,10459.00,"2566L03",534128.39,173675.92,"Not Applicable","LED","2026/2027","Green","2025/2026"
"Mount Adon Park",22501749,10466.00,"2566L10",534227.32,173753.48,"Attached to Column","LED","2026/2027","Green","2025/2026"
"Mount Adon Park",22501749,10466.04,"2566L14",534231.76,173805.88,"Not Applicable","LED","2026/2027","Green","2025/2026"
"Naylor Road",22501758,10539.00," 2439L10",534652.97,177272.08,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Naylor Road",22501758,10545.00," 2439L16",534730.44,177131.67,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Naylor Road",22501758,10547.00," 2439L18",534744.97,177096.31,"Not Applicable","LED","2023/2024","Low Amber","2025/2026"
"Nelldale Road",22501770,10582.00,"184L04",535025.34,178785.95,"In Column","LED","2029/2030","New Item (Test After 15yrs)","2025/2026"
"Neptune Street",22501775,10616.00,"315L11",535211,179579,"Attached to Column","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"New Church Road",22501778,10641.00,"2040L07",532700.2,177456.6,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"North Cross Road",22501808,10796.00,"2630L01",534096.22,174929.73,"Not Applicable","LED","2028/2029","Green","2025/2026"
"North Cross Road",22501808,10799.00,"2630L04",534026.66,174925.68,"Not Applicable","LED","2028/2029","Green","2025/2026"
"North Cross Road",22501808,10805.00,"2630L05",534003.71,174929.31,"Not Applicable","LED","2028/2029","Green","2025/2026"
"North Cross Road",22501808,10809.00,"2630L09",533894.95,174951.01,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Notley Street",22501813,10818.00,"2208L03",532692.94,177300.39,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Nutfield Road",22501826,10883.00,"2672L02",533884.89,174990.61,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Nutfield Road",22501826,10884.00,"2672L03",533898.05,175005.79,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Olmar Street",22501859,11360.00,"2382L06",534201.08,177867.62,"Not Applicable","LED","2024/2025","Low Amber","2025/2026"
"Olmar Street",22501859,11362.00,"2382L04",534225.33,177901.89,"Not Applicable","LED","2024/2025","Low Amber","2025/2026"
"Orange Place",22501868,11426.00,"329L03",535356.97,179140.79,"Not Applicable","LED","2030/2031","New Item (Test After 15yrs)","2025/2026"
"Ormside Street",22501871,11436.00,"2407L02",535111.51,177911.28,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Ormside Street",22501871,11437.00,"2407L03",535110.78,177890.91,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Ormside Street",22501871,88888.02,"2407L08",535111.62,177775.72,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Overhill Road",22501880,11495.00,"2555L03",534639.78,174017.53,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Overhill Road",22501880,11503.00,"2555L12",534540.3,173912.7,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Overhill Road",22501880,11510.00,"2555L19",534494.9,173803.4,"Attached to Column","LED","2023/2024","Green","2025/2026"
"Overhill Road",22501880,11514.00,"2555L04",534623.01,174017.7,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Overhill Road",22501880,88888.03,"2555L41",534228.7,173590.4,"Attached to Column","LED","2023/2024","Green","2025/2026"
"Overhill Road",22501880,88888.05,"2555L25",534424.01,173727.06,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Overhill Road",22501880,88888.06,"2555L26",534401.41,173720.8,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Overhill Road",22501880,88888.08,"2555L28",534376.6,173698.9,"Attached to Column","LED","2023/2024","Green","2025/2026"
"Overhill Road",22501880,88888.10,"2555L30",534353.1,173680.62,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Overhill Road",22501880,88888.11,"2555L31",534350.15,173665.12,"Attached to Column","LED","2023/2024","Low Amber","2025/2026"
"Overhill Road",22501880,88888.18,"2555L38",534262.39,173608.05,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Overhill Road",22501880,88888.20,"2555L40",534228.2,173601.8,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Overhill Road",22501880,88888.24,"2555L44",534196.5,173586.1,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Park Hall Road",22501895,11608.00,"2548L01",532847.6,172534.9,"Not Applicable","LED","Not Applicable","Green","2025/2026"
"Peckarmans Wood",22501916,11634.00,"2831L01",534314.54,172319.59,"Not Applicable","Cosmo","2025/2026","Low Amber","2025/2026"
"Peckarmans Wood",22501916,11645.00,"2831L07",534061.16,172335.67,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Peckarmans Wood",22501916,11646.00,"2831L08",534019.96,172321.49,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Peckarmans Wood",22501916,11653.00,"2831L15",534172.27,172425.84,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Peckham Park Road",22501931,11754.00," 2389L16",534283.03,177399.61,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Pelier Street",22501953,11924.01,"1341L05",532283.3,177871.98,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Pellatt Road",22501954,11926.00,"2637L02",533724.21,174586.77,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Pellatt Road",22501954,11929.00,"2637L05",533770.79,174560.02,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Pellatt Road",22501954,11931.00,"2637L07",533812.96,174555.93,"In Column","LED","2028/2029","Green","2025/2026"
"Pellatt Road",22501954,11934.00,"2637L10",533872.12,174560.65,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Penarth Street",22501956,11937.00,"2408L02",535204.41,177857.95,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Penarth Street",22501956,11939.00,"2408L04",535155.98,177847.98,"Not Applicable","LED","2028/2029","Low Amber","2025/2026"
"Penarth Street",22501956,11945.00,"2408L05",535139.19,177848.1,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Penarth Street",22501956,11945.01,"2408L06",535116.91,177848.63,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Pickwick Road",22501976,12058.00,"2574L03",532940.16,173965.58,"Attached to Column","LED","2023/2024","Green","2025/2026"
"Pickwick Road",22501976,12059.00,"2574L04",532965.97,173958.62,"In Column","LED","2023/2024","Green","2025/2026"
"Pickwick Road",22501976,12065.00,"2574L05",532986.48,173935.69,"In Column","LED","2023/2024","Green","2025/2026"
"Pickwick Road",22501976,12067.00,"2574L07",533033.58,173905.45,"Attached to Column","LED","2023/2024","Green","2025/2026"
"Playfield Crescent",22501988,12108.00,"2307L02",533512.55,174748.66,"In Column","LED","2028/2029","Green","2025/2026"
"Playfield Crescent",22501988,12114.00,"2307L08",533592.29,174671.34,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Playfield Crescent",22501988,12115.00,"2307L09",533608.73,174664.8,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Pond Mead",22501995,12177.00,"2926L02",532882.29,174416.92,"Not Applicable","SON","2025/2026","Low Amber","2025/2026"
"Portland Street",22502002,12222.00,"1125L21",532768.19,178026.06,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Quebec Way",22502022,12297.00,"403L08",536038.2,179491.6,"Not Applicable","LED","2022/2023","New Item (Test After 15yrs)","2025/2026"
"Radnor Road",22502039,12406.00," 2755L03",534139.82,177267.52,"Attached to Column","LED","2023/2024","Low Amber","2025/2026"
"Radnor Road",22502039,12407.00," 2755L04",534148.58,177288.32,"Attached to Column","LED","2023/2024","Green","2025/2026"
"Radnor Road",22502039,12410.00," 2755L07",534164.94,177355.32,"Attached to Column","LED","2023/2024","Green","2025/2026"
"Record Street",22502050,12459.00,"2405L02",535133.71,177955,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Record Street",22502050,12461.00,"2405L04",535178.08,177959.35,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Record Street",22502050,12463.00,"2405L06",535222.14,177953.7,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Red Post Hill",22502053,12469.00,"2100L23",532770.83,174820.38,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Red Post Hill",22502053,12477.00,"2100L31",532772.43,174711.46,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Red Post Hill",22502053,12487.00,"2100L36",532793.75,174646.5,"Not Applicable","LED","2023/2024","Low Amber","2025/2026"
"Red Post Hill",22502053,12488.00,"2100L37",532819.07,174629.34,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Red Post Hill",22502053,12493.00,"2100L42",532849.64,174568.77,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Red Post Hill",22502053,12494.00,"2100L43",532861.01,174544.6,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Red Post Hill",22502053,12497.00,"2100L46",532892.23,174544.9,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Red Post Hill",22502053,12498.00,"2100L48",532926.32,174515.62,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Red Post Hill",22502053,12500.00,"2100L50",532950.54,174488.94,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Red Post Hill",22502053,12502.00,"2100L52",532964.44,174467.44,"Not Applicable","LED","2023/2024","Low Amber","2025/2026"
"Red Post Hill",22502053,12507.00,"2100L21",532751.37,174868.76,"Not Applicable","LED","2023/2024","Limitation","2025/2026"
"Red Post Hill",22502053,12515.00,"2100L13",532667.31,174973.04,"Not Applicable","LED","2023/2024","Red","2025/2026"
"Red Post Hill",22502053,12517.00,"2100L11",532649.51,174991.92,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Red Post Hill",22502053,12521.00,"2100L07",532605.56,175038.24,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Red Post Hill",22502053,12523.00,"2100L05",532578.2,175065.2,"Attached to Column","LED","2023/2024","Green","2025/2026"
"Red Post Hill",22502053,12523.01,"2100L5A",532611.84,175059.79,"Not Applicable","LED","2023/2024","Limitation","2025/2026"
"Red Post Hill",22502053,12525.00,"2100L03",532549.8,175092.86,"Not Applicable","LED","2023/2024","Low Amber","2025/2026"
"Red Post Hill",22502053,12527.00,"2100L01",532523.12,175121.02,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Redcar Street",22502058,12530.00,"2019L03",532114.94,177149.86,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Redcar Street",22502058,12534.00,"2019L07",532155.63,177067.72,"Attached to Column","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Redcar Street",22502058,12534.01,"2019L08",532158.14,177044.33,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Redcar Street",22502058,12534.03,"2019L10",532195.46,177027.45,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Reddins Road",22502061,12553.00,"2706L02",534068.06,177509.36,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Rock Hill",22502087,1.03,"2090L04",533810.35,171783.1,"Not Applicable","Cosmo","2025/2026","Low Amber","2025/2026"
"Rodwell Road",22502098,12864.00,"2638L01",533762.03,174512.09,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Rodwell Road",22502098,12865.00,"2638L02",533782.1,174501.2,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Rodwell Road",22502098,12868.00,"2638L05",533848.79,174505.01,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Rodwell Road",22502098,12871.00,"2638L08",533907.39,174489.64,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Rotherhithe New Road",22502114,12953.00,"320L07",535674,178755,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Rotherhithe New Road",22502114,12957.00,"320L11",535587,178729,"Not Applicable","LED","2027/2028","Low Amber","2025/2026"
"Rotherhithe New Road",22502114,12959.00,"320L13",535541,178714.82,"Not Applicable","LED","2027/2028","High Amber","2025/2026"
"Rotherhithe New Road",22502114,12965.00,"320L14",535514,178708,"Not Applicable","LED","2027/2028","High Amber","2025/2026"
"Rotherhithe New Road",22502114,12972.00,"320L21",535349,178700,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Rotherhithe New Road",22502114,12973.00,"320L22",535385,178723,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Rotherhithe New Road",22502114,12976.00,"320L25",535333,178720,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Rotherhithe New Road",22502114,12986.00,"320L34",535210,178667,"Not Applicable","LED","2027/2028","Low Amber","2025/2026"
"Rotherhithe New Road",22502114,12987.00,"320L35",535180,178655,"Not Applicable","LED","2027/2028","Low Amber","2025/2026"
"Rotherhithe New Road",22502114,12989.01,"320L38",535125.3,178618.81,"Not Applicable","LED","2027/2028","Low Amber","2025/2026"
"Rotherhithe New Road",22502114,12996.00,"320L45",534981.89,178479.09,"Not Applicable","LED","2027/2028","Low Amber","2025/2026"
"Rotherhithe New Road",22502114,13008.00,"320L58",534854,178326,"Not Applicable","LED","2027/2028","Low Amber","2025/2026"
"Rotherhithe New Road",22502114,13017.00,"320L67",534664,178253,"Not Applicable","LED","2027/2028","Low Amber","2025/2026"
"Rotherhithe New Road",22502114,13028.00,"320L74",534533,178126,"Attached to Column","LED","2027/2028","Green","2025/2026"
"Rotherhithe New Road",22502114,13032.00,"320L78",534449,178032,"Not Applicable","LED","2027/2028","Low Amber","2025/2026"
"Rotherhithe New Road",22502114,13036.00,"320L39A",535115.16,178610.71,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Rotherhithe New Road",22502114,13037.00,"320L39B",535106.04,178601.61,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Rotherhithe New Road",22502114,13041.00,"320L40C",535117.19,178590.45,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Rotherhithe New Road",22502114,100012.00,"320L84",534390.3,177991.7,"Not Applicable","LED","2030/2031","Not Applicable","2025/2026"
"Rotherhithe New Road",22502114,100013.00,"320L85",534384.3,177976.7,"Not Applicable","LED","2030/2031","Not Applicable","2025/2026"
"Rotherhithe New Road",22502114,100015.00,"320L87",534379.3,177961.7,"Not Applicable","LED","2030/2031","Not Applicable","2025/2026"
"Rotherhithe New Road",22502114,100016.00,"320L88",534374.3,177948.7,"Not Applicable","LED","2030/2031","Not Applicable","2025/2026"
"Rotherhithe Old Road",22502124,8888.00,"141L10",535635.65,178887.67,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Rotherhithe Old Road",22502124,13047.00,"141L01",535666.12,178778.1,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Rotherhithe Old Road",22502124,88888.00,"141L10",535594.7,178957.5,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Rouse Gardens",22502143,13186.00,"2874L01",533247.79,171865.81,"Not Applicable","LED","2029/2030","Limitation","2025/2026"
"Rouse Gardens",22502143,13188.00,"2874L03",533265.29,171834.61,"Not Applicable","LED","2029/2030","Low Amber","2025/2026"
"Rouse Gardens",22502143,13193.00,"2874L08",533290.61,171791.84,"Not Applicable","LED","2029/2030","Limitation","2025/2026"
"Rouse Gardens",22502143,13194.00,"2874L09",533288.01,171767.07,"Not Applicable","LED","2029/2030","Low Amber","2025/2026"
"Rouse Gardens",22502143,13194.03,"2874L12",533250.72,171723.03,"Not Applicable","LED","2029/2030","Low Amber","2025/2026"
"Ruby Street",22502149,13220.00,"2400L03",534678.04,177896.27,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Ruby Street",22502149,13228.00,"2400L11",534705.06,177744.6,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Ruby Street",22502149,13230.00,"2400L13",534682.11,177712.45,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Ruby Street",22502149,13231.00,"2400L14",534668.52,177698.35,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Rusholme Grove",22502152,13243.00,"4012L04",533476.94,171399.34,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Ruskin Walk",22502156,13252.01,"2101L02",532392.04,174430.56,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Ruskin Walk",22502156,88888.10,"2101L10",532280,174549.4,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Ruskin Walk",22502156,88888.17,"2101L17",532215.14,174640.15,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Ruskin Walk",22502156,88888.19,"2101L19",532195.18,174655.53,"Not Applicable","LED","2028/2029","Low Amber","2025/2026"
"Rust Square",22502159,13338.00,"2042L01",532518.76,177432.01,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Sandgate Street",22502193,13499.00,"2360L03",534541.44,177842.44,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Sandgate Street",22502193,13506.00,"2360L05",534547.76,177881,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Sandgate Street",22502193,13508.00,"2360L08",534586.36,177905.68,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Sandgate Street",22502193,13512.00,"2360L12",534654,177899.76,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Sandgate Street",22502193,13513.00,"2360L06",534563.64,177898.56,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Seeley Drive",22502216,13626.00,"2807L01",533420.94,171715.87,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Seeley Drive",22502216,13627.00,"2807L02",533440.91,171706.65,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Seeley Drive",22502216,13632.00,"2807L07",533481.57,171795.62,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Seeley Drive",22502216,13632.04,"2807L11",533518.4,171855.45,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Seeley Drive",22502216,13632.05,"2807L12",533511.87,171875.78,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Seeley Drive",22502216,13632.06,"2807L13",533519.16,171890.35,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Seeley Drive",22502216,13632.11,"2807L18",533508.38,171978.97,"Not Applicable","LED","2023/2024","Low Amber","2025/2026"
"Silver Walk",22502246,13786.00,"287L01",536558.46,180105.88,"Not Applicable","LED","Not Applicable","New Item (Test After 15yrs)","2025/2026"
"Silvester Road",22502247,13794.00,"2636L06",533910.37,174599.66,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Silvester Road",22502247,13795.00,"2636L07",533944.88,174604.67,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Silwood Street",22502251,100016.00,"216L07",535300.6,178510.1,"Not Applicable","LED","2028/2029","Green","2025/2026"
"South Croxted Road",22502271,13900.00,"2547L01",532834.04,172499.31,"Not Applicable","LED","Not Applicable","Low Amber","2025/2026"
"South Croxted Road",22502271,13904.00,"2547L05",532858.51,172376.17,"Attached to Column","LED","Not Applicable","Limitation","2025/2026"
"South Croxted Road",22502271,13907.00,"2547L08",532862.96,172288.98,"Not Applicable","LED","Not Applicable","Limitation","2025/2026"
"South Croxted Road",22502271,13912.00,"2547L13",532906.17,172135.33,"Not Applicable","LED","Not Applicable","Limitation","2025/2026"
"South Croxted Road",22502271,13914.00,"2547L15",532917.78,172081.23,"Not Applicable","LED","Not Applicable","Limitation","2025/2026"
"South Croxted Road",22502271,13929.00,"2547L25",532999.06,171788.78,"Not Applicable","LED","Not Applicable","Limitation","2025/2026"
"South Croxted Road",22502271,13931.00,"2547L27",533023.51,171737.88,"Not Applicable","LED","Not Applicable","Limitation","2025/2026"
"South Croxted Road",22502271,13934.00,"2547L30",533107.74,171699.35,"Not Applicable","LED","Not Applicable","Green","2025/2026"
"South Croxted Road",22502271,13935.00,"2547L31",533127.45,171711.5,"Not Applicable","LED","Not Applicable","Green","2025/2026"
"Southwark Bridge Road",22502285,13998.00,"1396L14",531998.92,179494.62,"Not Applicable","LED","2022/2023","New Item (Test After 15yrs)","2025/2026"
"Springall Street",22502315,14241.00," 2451L01",534816.05,177145.85,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Springall Street",22502315,14242.00," 2451L02",534817.62,177167.16,"Attached to Column","LED","2028/2029","Low Amber","2025/2026"
"Springall Street",22502315,14243.00," 2451L03",534801,177182.02,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Spurling Road",22502318,14249.00,"2664L01",533889.45,175195.21,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Spurling Road",22502318,14251.01,"2664L04",533852.66,175233.94,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Spurling Road",22502318,14251.03,"2664L06",533824,175265,"Not Applicable","LED","2028/2029","Green","2025/2026"
"St Agnes Place",22502319,14255.00,"1437L04",531554.65,177844.79,"Not Applicable","LED","2027/2028","New Item (Test After 15yrs)","2025/2026"
"St Helena Road",22502339,14388.00,"161L04",535659.07,178695.61,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"St Helena Road",22502339,14392.00,"161L08",535607.6,178656.61,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"St Helena Road",22502339,14393.00,"161L09",535590.3,178637.3,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"St Helena Road",22502339,14395.00,"161L11",535551.6,178634.74,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"St Pauls Terrace",22502356,88890.00,"1358L03",531864.69,177971.32,"Not Applicable","LED","2024/2025","New Item (Test After 15yrs)","2025/2026"
"Station Terrace",22502377,10938.00,"2048L01",532315.75,176798.44,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Stonehills Court",22502388,14774.00,"2824L03",533473.84,172343.4,"Not Applicable","SON","2025/2026","Low Amber","2025/2026"
"Stonehills Court",22502388,14775.00,"2824L04",533461.59,172317.11,"Not Applicable","SON","2025/2026","Low Amber","2025/2026"
"Stopford Road",22502393,14788.00,"1350L02",531945.11,178180.72,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Stradella Road",22502396,14800.00,"2073L03",532397.68,174134.12,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Stradella Road",22502396,14801.00,"2073L04",532376.63,174125.6,"Not Applicable","LED","2028/2029","Low Amber","2025/2026"
"Stradella Road",22502396,14802.00,"2073L05",532369.35,174102.52,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Stradella Road",22502396,14806.00,"2073L09",532320.69,174049.12,"Attached to Column","LED","2028/2029","Low Amber","2025/2026"
"Stradella Road",22502396,14812.00,"2073L15",532239.67,174113.46,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Stradella Road",22502396,14813.00,"2073L16",532237.16,174134.09,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Stradella Road",22502396,14816.00,"2073L19",532197.31,174171.26,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Stradella Road",22502396,14818.00,"2073L21",532174.89,174202.14,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Stradella Road",22502396,14819.00,"2073L22",532168.31,174228.26,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Stradella Road",22502396,14826.00,"2073L24",532142.91,174263.8,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Studholme Street",22502406,14899.00," 2450L05",534812.9,177215.93,"Attached to Column","LED","2027/2028","Green","2025/2026"
"Sultan Street",22502410,14919.00,"2008L02",532294.51,177374.61,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Sultan Street",22502410,14921.00,"2008L04",532245.11,177365.22,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Sultan Street",22502410,14922.00,"2008L05",532224.85,177362.01,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Sultan Street",22502410,14924.00,"2008L07",532179.4,177353.37,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Sutherland Square",22502438,15102.00,"1377L04",532255.78,178007.93,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Sutherland Square",22502438,15107.00,"1377L08",532205.1,177989.63,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Sutherland Square",22502438,15109.00,"1377L09",532195.42,177997.78,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Sutherland Square",22502438,15111.00,"1377L10",532179.38,178001.86,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Sutherland Square",22502438,88883.05,"1377L12",532208.4,178039.77,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Sutherland Square",22502438,88883.06,"1377L15",532223.42,178036.71,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Sutherland Square",22502438,88883.13,"1377L30",532281.31,178079.35,"Not Applicable","SON","2030/2031","New Item (Test After 15yrs)","2025/2026"
"Swan Road",22502442,15133.00,"275L03",535491.79,179717.24,"Not Applicable","LED","2027/2028","New Item (Test After 15yrs)","2025/2026"
"Swan Road",22502442,15134.00,"275L04",535482.84,179730.1,"Not Applicable","LED","2027/2028","New Item (Test After 15yrs)","2025/2026"
"Tabard Street",22502459,15213.00,"1220L07",532857.3,179237.5,"Not Applicable","LED","2023/2024","New Item (Test After 15yrs)","2025/2026"
